family,candidate_id,reference_type,cutoff,engine_id,n_segments,n_runs,healthy_start_runs,middle_start_runs,near_failure_start_runs,max_run_length,has_run_ge_2,has_run_ge_3,has_run_ge_5,has_run_ge_10
pca,pca_evr0p95,pooled,0.99,91,1,1,0,1,0,1,False,False,False,False
pca,pca_evr0p95,engine_balanced,0.9,1,1,17,8,8,1,3,True,True,False,False
pca,pca_evr0p95,engine_balanced,0.9,5,1,26,13,9,4,17,True,True,True,True
pca,pca_evr0p95,engine_balanced,0.9,10,1,19,4,11,4,7,True,True,True,False
pca,pca_evr0p95,engine_balanced,0.9,11,1,31,13,13,5,10,True,True,True,True
pca,pca_evr0p95,engine_balanced,0.9,13,1,10,2,3,5,14,True,True,True,True
pca,pca_evr0p95,engine_balanced,0.9,16,1,17,6,7,4,2,True,False,False,False
pca,pca_evr0p95,engine_balanced,0.9,27,1,19,4,11,4,11,True,True,True,True
pca,pca_evr0p95,engine_balanced,0.9,31,1,21,9,8,4,3,True,True,False,False
pca,pca_evr0p95,engine_balanced,0.9,34,1,20,5,11,4,17,True,True,True,True
pca,pca_evr0p95,engine_balanced,0.9,40,1,20,5,8,7,5,True,True,True,False
pca,pca_evr0p95,engine_balanced,0.9,41,1,27,9,12,6,11,True,True,True,True
pca,pca_evr0p95,engine_balanced,0.9,45,1,15,4,9,2,1,False,False,False,False
pca,pca_evr0p95,engine_balanced,0.9,46,1,22,10,9,3,2,True,False,False,False
pca,pca_evr0p95,engine_balanced,0.9,54,1,33,18,13,2,18,True,True,True,True
pca,pca_evr0p95,engine_balanced,0.9,74,1,20,4,13,3,2,True,False,False,False
pca,pca_evr0p95,engine_balanced,0.9,77,1,9,1,6,2,2,True,False,False,False
pca,pca_evr0p95,engine_balanced,0.9,78,1,23,10,7,6,2,True,False,False,False
pca,pca_evr0p95,engine_balanced,0.9,81,1,24,10,9,5,2,True,False,False,False
pca,pca_evr0p95,engine_balanced,0.9,89,1,18,4,10,4,2,True,False,False,False
pca,pca_evr0p95,engine_balanced,0.9,91,1,9,2,6,1,2,True,False,False,False
pca,pca_evr0p95,engine_balanced,0.95,1,1,12,5,6,1,1,False,False,False,False
pca,pca_evr0p95,engine_balanced,0.95,5,1,21,10,5,6,8,True,True,True,False
pca,pca_evr0p95,engine_balanced,0.95,10,1,13,3,6,4,7,True,True,True,False
pca,pca_evr0p95,engine_balanced,0.95,11,1,26,8,12,6,9,True,True,True,False
pca,pca_evr0p95,engine_balanced,0.95,13,1,8,1,0,7,8,True,True,True,False
pca,pca_evr0p95,engine_balanced,0.95,16,1,8,4,2,2,2,True,False,False,False
pca,pca_evr0p95,engine_balanced,0.95,27,1,15,1,8,6,5,True,True,True,False
pca,pca_evr0p95,engine_balanced,0.95,31,1,15,8,5,2,2,True,False,False,False
pca,pca_evr0p95,engine_balanced,0.95,34,1,14,2,9,3,17,True,True,True,True
pca,pca_evr0p95,engine_balanced,0.95,40,1,18,4,7,7,5,True,True,True,False
pca,pca_evr0p95,engine_balanced,0.95,41,1,16,4,5,7,11,True,True,True,True
pca,pca_evr0p95,engine_balanced,0.95,45,1,8,1,5,2,1,False,False,False,False
pca,pca_evr0p95,engine_balanced,0.95,46,1,10,3,5,2,2,True,False,False,False
pca,pca_evr0p95,engine_balanced,0.95,54,1,27,11,11,5,10,True,True,True,True
pca,pca_evr0p95,engine_balanced,0.95,74,1,8,3,4,1,2,True,False,False,False
pca,pca_evr0p95,engine_balanced,0.95,77,1,6,0,4,2,1,False,False,False,False
pca,pca_evr0p95,engine_balanced,0.95,78,1,14,8,3,3,2,True,False,False,False
pca,pca_evr0p95,engine_balanced,0.95,81,1,12,4,6,2,2,True,False,False,False
pca,pca_evr0p95,engine_balanced,0.95,89,1,9,2,5,2,1,False,False,False,False
pca,pca_evr0p95,engine_balanced,0.95,91,1,4,1,3,0,2,True,False,False,False
pca,pca_evr0p95,engine_balanced,0.975,1,1,7,1,5,1,1,False,False,False,False
pca,pca_evr0p95,engine_balanced,0.975,5,1,16,2,5,9,4,True,True,False,False
pca,pca_evr0p95,engine_balanced,0.975,10,1,10,2,3,5,4,True,True,False,False
pca,pca_evr0p95,engine_balanced,0.975,11,1,16,5,6,5,9,True,True,True,False
pca,pca_evr0p95,engine_balanced,0.975,13,1,6,0,0,6,7,True,True,True,False
pca,pca_evr0p95,engine_balanced,0.975,16,1,6,2,2,2,2,True,False,False,False
pca,pca_evr0p95,engine_balanced,0.975,27,1,10,1,4,5,4,True,True,False,False
pca,pca_evr0p95,engine_balanced,0.975,31,1,8,4,3,1,2,True,False,False,False
pca,pca_evr0p95,engine_balanced,0.975,34,1,8,1,4,3,17,True,True,True,True
pca,pca_evr0p95,engine_balanced,0.975,40,1,13,2,4,7,5,True,True,True,False
pca,pca_evr0p95,engine_balanced,0.975,41,1,13,2,3,8,7,True,True,True,False
pca,pca_evr0p95,engine_balanced,0.975,45,1,3,1,1,1,1,False,False,False,False
pca,pca_evr0p95,engine_balanced,0.975,46,1,1,0,0,1,1,False,False,False,False
pca,pca_evr0p95,engine_balanced,0.975,54,1,22,8,6,8,7,True,True,True,False
pca,pca_evr0p95,engine_balanced,0.975,74,1,4,2,1,1,1,False,False,False,False
pca,pca_evr0p95,engine_balanced,0.975,77,1,4,0,3,1,1,False,False,False,False
pca,pca_evr0p95,engine_balanced,0.975,78,1,8,4,2,2,1,False,False,False,False
pca,pca_evr0p95,engine_balanced,0.975,81,1,7,2,4,1,2,True,False,False,False
pca,pca_evr0p95,engine_balanced,0.975,89,1,5,2,2,1,1,False,False,False,False
pca,pca_evr0p95,engine_balanced,0.975,91,1,3,0,3,0,1,False,False,False,False
pca,pca_evr0p95,engine_balanced,0.99,1,1,3,1,2,0,1,False,False,False,False
pca,pca_evr0p95,engine_balanced,0.99,5,1,17,2,5,10,3,True,True,False,False
pca,pca_evr0p95,engine_balanced,0.99,10,1,7,2,2,3,3,True,True,False,False
pca,pca_evr0p95,engine_balanced,0.99,11,1,15,4,6,5,9,True,True,True,False
pca,pca_evr0p95,engine_balanced,0.99,13,1,5,0,0,5,7,True,True,True,False
pca,pca_evr0p95,engine_balanced,0.99,16,1,5,1,2,2,1,False,False,False,False
pca,pca_evr0p95,engine_balanced,0.99,27,1,8,1,2,5,4,True,True,False,False
pca,pca_evr0p95,engine_balanced,0.99,31,1,7,3,3,1,2,True,False,False,False
pca,pca_evr0p95,engine_balanced,0.99,34,1,7,1,3,3,17,True,True,True,True
pca,pca_evr0p95,engine_balanced,0.99,40,1,12,2,3,7,5,True,True,True,False
pca,pca_evr0p95,engine_balanced,0.99,41,1,10,1,1,8,6,True,True,True,False
pca,pca_evr0p95,engine_balanced,0.99,45,1,1,0,0,1,1,False,False,False,False
pca,pca_evr0p95,engine_balanced,0.99,46,1,1,0,0,1,1,False,False,False,False
pca,pca_evr0p95,engine_balanced,0.99,54,1,16,5,3,8,6,True,True,True,False
pca,pca_evr0p95,engine_balanced,0.99,74,1,3,1,1,1,1,False,False,False,False
pca,pca_evr0p95,engine_balanced,0.99,77,1,4,0,3,1,1,False,False,False,False
pca,pca_evr0p95,engine_balanced,0.99,78,1,5,4,0,1,1,False,False,False,False
pca,pca_evr0p95,engine_balanced,0.99,81,1,6,2,4,0,1,False,False,False,False
pca,pca_evr0p95,engine_balanced,0.99,89,1,3,1,2,0,1,False,False,False,False
pca,pca_evr0p95,engine_balanced,0.99,91,1,2,0,2,0,1,False,False,False,False
